fpr,tpr
0.0,0.0
0.0,0.011627906976744186
0.0,0.16279069767441862
0.010638297872340425,0.16279069767441862
0.010638297872340425,0.32558139534883723
0.02127659574468085,0.32558139534883723
0.02127659574468085,0.4069767441860465
0.031914893617021274,0.4069767441860465
0.031914893617021274,0.4186046511627907
0.05319148936170213,0.4186046511627907
0.05319148936170213,0.43023255813953487
0.07446808510638298,0.43023255813953487
0.07446808510638298,0.45348837209302323
0.0851063829787234,0.45348837209302323
0.0851063829787234,0.47674418604651164
0.10638297872340426,0.47674418604651164
0.10638297872340426,0.5581395348837209
0.1276595744680851,0.5581395348837209
0.1276595744680851,0.6046511627906976
0.13829787234042554,0.6046511627906976
0.13829787234042554,0.6162790697674418
0.1595744680851064,0.6162790697674418
0.1595744680851064,0.6395348837209303
0.1702127659574468,0.6395348837209303
0.1702127659574468,0.6511627906976745
0.22340425531914893,0.6511627906976745
0.22340425531914893,0.6744186046511628
0.23404255319148937,0.6744186046511628
0.23404255319148937,0.686046511627907
0.24468085106382978,0.686046511627907
0.24468085106382978,0.7093023255813954
0.2553191489361702,0.7093023255813954
0.2553191489361702,0.7209302325581395
0.2978723404255319,0.7209302325581395
0.2978723404255319,0.7325581395348837
0.30851063829787234,0.7325581395348837
0.30851063829787234,0.7674418604651163
0.3191489361702128,0.7674418604651163
0.3191489361702128,0.8023255813953488
0.32978723404255317,0.8023255813953488
0.32978723404255317,0.813953488372093
0.3404255319148936,0.813953488372093
0.3404255319148936,0.8255813953488372
0.35106382978723405,0.8255813953488372
0.35106382978723405,0.8372093023255814
0.3617021276595745,0.8372093023255814
0.3617021276595745,0.8488372093023255
0.3723404255319149,0.8488372093023255
0.3723404255319149,0.8604651162790697
0.3829787234042553,0.8604651162790697
0.3829787234042553,0.872093023255814
0.425531914893617,0.872093023255814
0.425531914893617,0.8837209302325582
0.46808510638297873,0.8837209302325582
0.46808510638297873,0.8953488372093024
0.4787234042553192,0.8953488372093024
0.4787234042553192,0.9069767441860465
0.5106382978723404,0.9069767441860465
0.5106382978723404,0.9186046511627907
0.6276595744680851,0.9186046511627907
0.6276595744680851,0.9302325581395349
0.6382978723404256,0.9302325581395349
0.6382978723404256,0.9418604651162791
0.6914893617021277,0.9418604651162791
0.6914893617021277,0.9534883720930233
0.7340425531914894,0.9534883720930233
0.7340425531914894,0.9651162790697675
0.9042553191489362,0.9651162790697675
0.9042553191489362,0.9767441860465116
0.925531914893617,0.9767441860465116
0.925531914893617,0.9883720930232558
0.9787234042553191,0.9883720930232558
0.9787234042553191,1.0
1.0,1.0
