risk_points,men_risk_pct,women_risk_pct
0.0,0.8644578776983026,0.3025729706897574
0.16806722689075632,0.9142378202348198,0.3190937603089102
0.33613445378151263,0.9668200982448233,0.33650523188973597
0.5042016806722689,1.0223548787967287,0.3548541312187553
0.6722689075630253,1.080999481472247,0.374189515017657
0.8403361344537816,1.1429186123963215,0.39456284916671425
1.0084033613445378,1.208284592358771,0.41602810924934225
1.1764705882352942,1.277277576798993,0.438641883233377
1.3445378151260505,1.3500857651489002,0.46246347606551
1.512605042016807,1.4269055967322075,0.48755501591178235
1.6806722689075633,1.5079419301002432,0.5139815617287481
1.8487394957983194,1.5934082023460283,0.5418112117965533
2.0168067226890756,1.6835265645803874,0.5711152127863638
2.184873949579832,1.7785279893776071,0.6019680688699877
2.3529411764705883,1.8786523456058126,0.6344476503088404
2.521008403361345,1.9841484356514738,0.6686353008822484
2.689075630252101,2.095273989632086,0.7046159434312166
2.857142857142857,2.212295610770566,0.7424781827028972
3.025210084033614,2.3354886656853395,0.7823144045829197
3.19327731092437,2.465137112938256,0.8242208706972667
3.3613445378151265,2.6015332627870267,0.8682978072524951
3.5294117647058827,2.7449774607197526,0.9146494868627585
3.697478991596639,2.895777687017946,0.9633843019844985
3.8655462184873954,3.05424906431465,1.0146148284450267
4.033613445378151,3.220713264901047,1.068457877410086
4.201680672268908,3.3954978094053168,1.1250345339883743
4.369747899159664,3.5789352484403802,1.1844701805189257
4.537815126050421,3.77136221891307,1.246894502431252
4.705882352941177,3.973118366928473,1.3124414744097246
4.873949579831933,4.184545129632951,1.381249324434606
5.04201680672269,4.405984368942248,1.4534604731145755
5.2100840336134455,4.637776850921735,1.5292214455721682
5.378151260504202,4.880260565648756,1.6086827529972498
5.546218487394959,5.133768883715721,1.6919987408480943
5.714285714285714,5.3986285471483395,1.7793274005588395
5.882352941176471,5.67515749443437,1.8708301415107584
6.050420168067228,5.9636625215981365,1.966671519948052
6.218487394957983,6.2644367838225286,2.0670189214726036
6.38655462184874,6.577757145013234,2.172042193742651
6.5546218487394965,6.903881385910492,2.2819132260345305
6.722689075630253,7.243045284861704,2.396805472411995
6.890756302521009,7.5954595891411305,2.516893415391852
7.058823529411765,7.96130689869425,2.6423519672059728
7.226890756302522,8.340738488332297,2.773355806046335
7.394957983193278,8.733871098629619,2.9100786450500196
7.563025210084034,9.140783729988433,3.0526924322429
7.731092436974791,9.561514478422865,3.201366480221642
7.899159663865547,9.996057455451961,3.356266525020296
8.067226890756302,10.44435983794239,3.517553714385426
8.23529411764706,10.906319096658915,3.685383526576404
8.403361344537815,11.381780454511977,3.85990462181663
8.571428571428573,11.870534626883904,4.041257629646439
8.739495798319329,12.372315896820936,4.229573876665066
8.907563025210084,12.886800577163173,4.424974060490189
9.075630252100842,13.413605909732894,4.6275668771972445
9.243697478991598,13.95228944842716,4.8374476110114975
9.411764705882353,14.502348968409782,5.054696696592515
9.57983193277311,15.063222937560655,5.279378265847683
9.747899159663866,15.634291578953714,5.511538692807734
9.915966386554622,16.214878544487227,5.751205151656893
10.08403361344538,16.804253210023138,5.9983842044923845
10.252100840336135,17.401633591702147,6.253060436747916
10.420168067226891,18.00618987173228,6.515195159404929
10.588235294117649,18.617048510189967,6.784725198083212
10.756302521008404,19.23329690754844,7.06156178979776
10.92436974789916,19.853988571104715,7.345589608540661
11.092436974789917,20.47814872757106,7.63666594084748
11.260504201680673,21.10478031418086,7.934620032094181
11.428571428571429,21.732870272063355,8.239252623407104
11.596638655462186,22.361396058660684,8.550335697728185
11.764705882352942,22.989332290839208,8.86761245174579
11.932773109243698,23.61565742726635,9.190797508076498
12.100840336134455,24.23936039769503,9.519577379278577
12.268907563025211,24.859447088053724,9.853611192024088
12.436974789915967,25.47494659363593,10.192531676100153
12.605042016806724,26.084917158096413,10.535946418914826
12.77310924369748,26.68845172320172,10.883439381929003
12.941176470588236,27.28468302309597,11.234572671016887
13.109243697478993,27.872788166928824,11.58888854827893
13.277310924369749,28.45199266471665,11.945911668408078
13.445378151260506,29.021573862915943,12.305151518460498
13.613445378151262,29.580863768024333,12.66610503592591
13.781512605042018,30.129251248244657,13.02825937644483
13.949579831932775,30.66618361453192,13.391094799486794
14.11764705882353,31.19116759290928,13.754087637878275
14.285714285714286,31.703769709549356,14.116713315326544
14.453781512605044,32.20361611858307,14.478449375081855
14.6218487394958,32.69039190978732,14.838778482646633
14.789915966386555,33.16383993913273,15.197191365984457
14.957983193277313,33.623759229615374,15.553189657986007
15.126050420168069,34.07000299286845,15.906288607972645
15.294117647058824,34.50247632380936,16.25601963169703
15.462184873949582,34.92113362111694,16.601932672551005
15.630252100840337,35.325975785770964,16.94359835041571
15.798319327731093,35.717047248358455,17.28060987867635
15.96638655462185,36.09443287350691,17.612584734257535
16.134453781512605,36.45825478679829,17.939166069994474
16.302521008403364,36.80866916599867,18.260023863123504
16.47058823529412,37.14586303455512,18.574855798040097
16.638655462184875,37.47005109119776,18.883387885634026
16.80672268907563,37.78147260526398,19.18537482537906
16.974789915966387,38.080388403140994,19.48060011985718
17.142857142857146,38.367077967094,19.768875954475778
17.3109243697479,38.64183666378503,20.050042857751794
17.478991596638657,38.904973116051664,20.323969159665516
17.647058823529413,39.15680672804987,20.59055026722054
17.81512605042017,39.3976653707011,20.84970777749397
17.983193277310924,39.62788323153948,21.101388449140302
18.151260504201684,39.84779883053769,21.345563053555818
18.31932773109244,40.05775320129871,21.58222512675519
18.487394957983195,40.25808823512632,21.811389642505304
18.65546218487395,40.44914518391599,22.033091626450492
18.823529411764707,40.63126331652026,22.247384729901
18.991596638655462,40.80477872221771,22.45433978069305
19.15966386554622,40.970023254128165,22.654043327114568
19.327731092436977,41.12732360484459,22.846596189372054
19.495798319327733,41.27700050616897,23.0321120314955
19.66386554621849,41.41936804462166,23.210715964977325
19.831932773109244,41.55473308431765,23.382543193853095
20.0,41.68339478884667,23.547737709384805
