fpr,tpr
0.0,0.0
0.0,0.002257336343115124
0.0,0.01580135440180587
0.0,0.020316027088036117
0.0,0.045146726862302484
0.002257336343115124,0.045146726862302484
0.002257336343115124,0.06997742663656885
0.004514672686230248,0.06997742663656885
0.004514672686230248,0.13769751693002258
0.006772009029345372,0.13769751693002258
0.006772009029345372,0.20316027088036118
0.006772009029345372,0.2076749435665914
0.006772009029345372,0.2234762979683973
0.006772009029345372,0.22799097065462753
0.009029345372460496,0.22799097065462753
0.009029345372460496,0.24604966139954854
0.011286681715575621,0.24604966139954854
0.011286681715575621,0.2866817155756208
0.013544018058690745,0.2866817155756208
0.013544018058690745,0.291196388261851
0.01580135440180587,0.291196388261851
0.01580135440180587,0.309255079006772
0.01805869074492099,0.309255079006772
0.01805869074492099,0.3160270880361174
0.022573363431151242,0.3160270880361174
0.022573363431151242,0.35214446952595935
0.024830699774266364,0.35214446952595935
0.024830699774266364,0.37697516930022573
0.024830699774266364,0.38148984198645597
0.024830699774266364,0.3905191873589165
0.02708803611738149,0.3905191873589165
0.02708803611738149,0.4469525959367946
0.03160270880361174,0.4469525959367946
0.03160270880361174,0.45146726862302483
0.033860045146726865,0.45146726862302483
0.033860045146726865,0.46275395033860045
0.03837471783295711,0.46275395033860045
0.03837471783295711,0.4672686230248307
0.040632054176072234,0.4672686230248307
0.040632054176072234,0.47404063205417607
0.04740406320541761,0.47404063205417607
0.04740406320541761,0.48081264108352145
0.04966139954853273,0.48081264108352145
0.04966139954853273,0.49435665914221216
0.05191873589164785,0.49435665914221216
0.05191873589164785,0.5011286681715575
0.056433408577878104,0.5011286681715575
0.05869074492099323,0.5011286681715575
0.05869074492099323,0.5146726862302483
0.05869074492099323,0.5191873589164786
0.05869074492099323,0.5214446952595937
0.060948081264108354,0.5214446952595937
0.060948081264108354,0.5237020316027088
0.06320541760722348,0.5237020316027088
0.06320541760722348,0.5507900677200903
0.06320541760722348,0.5553047404063205
0.0654627539503386,0.5553047404063205
0.0654627539503386,0.5598194130925508
0.0654627539503386,0.582392776523702
0.06772009029345373,0.582392776523702
0.06772009029345373,0.5891647855530474
0.06997742663656885,0.5891647855530474
0.06997742663656885,0.5936794582392777
0.07223476297968397,0.5936794582392777
0.07223476297968397,0.5959367945823928
0.0744920993227991,0.5959367945823928
0.0744920993227991,0.5981941309255079
0.07674943566591422,0.5981941309255079
0.07674943566591422,0.6049661399548533
0.07900677200902935,0.6049661399548533
0.07900677200902935,0.6230248306997742
0.08577878103837472,0.6230248306997742
0.08577878103837472,0.6297968397291196
0.09255079006772009,0.6297968397291196
0.09255079006772009,0.6320541760722348
0.09480812641083522,0.6320541760722348
0.09480812641083522,0.636568848758465
0.09932279909706546,0.636568848758465
0.09932279909706546,0.6433408577878104
0.10158013544018059,0.6433408577878104
0.10158013544018059,0.654627539503386
0.1038374717832957,0.654627539503386
0.1038374717832957,0.6681715575620768
0.10609480812641084,0.6681715575620768
0.10609480812641084,0.672686230248307
0.10835214446952596,0.672686230248307
0.10835214446952596,0.6749435665914221
0.11060948081264109,0.6749435665914221
0.11060948081264109,0.6839729119638827
0.11060948081264109,0.6884875846501128
0.11060948081264109,0.6930022573363431
0.11286681715575621,0.6930022573363431
0.11286681715575621,0.6952595936794582
0.12189616252821671,0.6952595936794582
0.12189616252821671,0.7065462753950339
0.12415349887133183,0.7065462753950339
0.12415349887133183,0.708803611738149
0.12866817155756208,0.708803611738149
0.12866817155756208,0.7110609480812641
0.13318284424379231,0.7110609480812641
0.13544018058690746,0.7110609480812641
0.13544018058690746,0.7133182844243793
0.13769751693002258,0.7133182844243793
0.13769751693002258,0.7178329571106095
0.14221218961625282,0.7178329571106095
